2015,1,47,29.7
2015,1,65,35.2
2015,1,85,28
2015,1,105,27.7
2015,1,119,29.6
2015,1,3,43.4
2015,1,53,35.9
2015,1,99,30.9
2015,1,9,43.8
2015,1,19,30.3
2015,1,43,53.6
2015,1,49,45.6
2015,1,55,36.9
2015,1,71,35
2015,1,33,44.1
2015,1,77,46.5
2015,1,79,42.6
2015,1,83,47.4
2015,1,89,45.8
2015,1,103,42.9
2015,1,21,41.7
2015,1,57,22.2
2015,1,121,40.3
2015,1,125,44.2
2015,1,5,52.1
2015,1,39,38.4
2015,1,61,36.7
2015,1,69,26.7
2015,1,109,30
2015,5,105,25.4
2015,5,1,53.9
2015,5,35,43.7
2015,5,37,48.2
2015,5,77,47.6
2015,5,85,46.4
2015,5,95,46.4
2015,5,107,47.1
2015,5,117,47.9
2015,5,123,43.4
2015,5,147,40.7
2015,5,21,49.9
2015,5,31,52
2015,5,55,45.2
2015,5,63,40.8
2015,5,67,40.5
2015,5,75,37.9
2015,5,93,53
2015,5,111,51.8
2015,5,121,45.2
2015,5,145,39.8
2015,5,7,37.3
2015,5,3,56.1
2015,5,17,53
2015,5,41,61.1
2015,5,43,57
2015,5,69,60.6
2015,5,79,58.3
2015,10,1,42.5
2015,10,3,40.9
2015,10,5,37.8
2015,13,23,42.7
2015,13,91,34.8
2015,13,175,49
2015,13,225,55.1
2015,13,33,37.6
2015,13,163,38.3
2015,13,165,45.8
2015,13,147,42.7
2015,13,221,35.3
2015,13,55,39
2015,13,129,39.7
2015,13,295,50.5
2015,13,19,44.2
2015,13,27,57.7
2015,13,69,40.7
2015,13,71,47
2015,13,161,46.7
2015,13,271,36.3
2015,13,277,46.7
2015,13,1,51.7
2015,13,109,35.5
2015,13,229,44.6
2015,13,267,38
2015,13,279,46.9
2015,13,299,47.7
2015,13,87,55.3
2015,13,99,44.7
2015,13,131,47.6
2015,13,205,58.1
2015,13,253,44.3
2015,13,273,42.9
2015,13,275,50
2015,13,193,36.9
2015,13,197,34.9
2015,13,269,35.2
2015,17,39,63.4
2015,17,107,56.6
2015,17,115,67.4
2015,17,123,60.1
2015,17,125,51.4
2015,17,113,64.6
2015,17,129,60
2015,17,143,60.7
2015,17,175,62.6
2015,17,179,60.4
2015,17,203,63.4
2015,17,19,64
2015,17,53,58.6
2015,17,75,52.1
2015,17,91,45.6
2015,17,105,59.5
2015,17,147,73.1
2015,17,183,61.2
2015,17,23,60.1
2015,17,25,46.1
2015,17,29,62.3
2015,17,33,51
2015,17,35,58.6
2015,17,41,67
2015,17,45,58.2
2015,17,49,52.8
2015,17,51,50.4
2015,17,79,53.1
2015,17,101,50.8
2015,17,121,48.1
2015,17,139,64.8
2015,17,159,48
2015,17,173,59.6
2015,17,7,58.1
2015,17,37,61.2
2015,17,63,53.2
2015,17,89,57.4
2015,17,99,58.1
2015,17,97,44
2015,17,111,55.9
2015,17,197,49.8
2015,17,11,60.2
2015,17,15,63.6
2015,17,73,59.4
2015,17,85,55.3
2015,17,103,60.5
2015,17,131,59.3
2015,17,141,60.2
2015,17,155,60
2015,17,161,58.2
2015,17,177,59.9
2015,17,195,60.7
2015,17,201,54.9
2015,17,55,45.9
2015,17,59,51.6
2015,17,69,43.3
2015,17,81,42.1
2015,17,127,50.2
2015,17,151,46.6
2015,17,185,49.1
2015,17,191,44.1
2015,17,193,47.7
2015,17,27,48
2015,17,87,41.3
2015,17,133,44.7
2015,17,145,42.9
2015,17,153,46.1
2015,17,157,41.7
2015,17,163,45.8
2015,17,189,43.5
2015,17,199,46
2015,17,1,52.1
2015,17,9,49
2015,17,57,56
2015,17,67,56.2
2015,17,71,57.3
2015,17,95,63.2
2015,17,109,59.7
2015,17,169,53.2
2015,17,187,60.5
2015,17,5,48.5
2015,17,13,55.2
2015,17,17,60
2015,17,21,60.2
2015,17,61,55.9
2015,17,83,53.7
2015,17,117,55
2015,17,119,55.1
2015,17,135,56.6
2015,17,137,58.1
2015,17,149,47.7
2015,17,167,60.7
2015,17,171,50.7
2015,18,5,52.5
2015,18,11,49.9
2015,18,23,53.2
2015,18,31,57.4
2015,18,53,44.8
2015,18,57,50.1
2015,18,59,48.2
2015,18,63,52
2015,18,67,51.9
2015,18,81,53
2015,18,95,49.1
2015,18,97,53
2015,18,109,49.7
2015,18,139,55.9
2015,18,145,53.2
2015,18,159,54.9
2015,18,9,45.1
2015,18,35,48
2015,18,41,56.2
2015,18,65,53.3
2015,18,75,43.7
2015,18,135,49.1
2015,18,161,55.6
2015,18,177,54.6
2015,18,15,54.2
2015,18,17,51.1
2015,18,39,51.1
2015,18,49,45.2
2015,18,85,51.5
2015,18,99,47.3
2015,18,103,48.5
2015,18,141,45.9
2015,18,169,48.4
2015,18,1,40.9
2015,18,3,42.7
2015,18,33,44
2015,18,69,46.5
2015,18,87,51.6
2015,18,113,50.2
2015,18,151,48.9
2015,18,179,41.5
2015,18,183,43.8
2015,18,7,56.9
2015,18,73,40.4
2015,18,91,53.1
2015,18,89,47.6
2015,18,111,50.2
