1,47,-87.114,32.334
1,65,-87.623,32.753
1,85,-86.651,32.148
1,105,-87.294,32.639
1,119,-88.2,32.597
1,3,-87.746,30.659
1,53,-87.168,31.122
1,99,-87.383,31.58
1,9,-86.566,33.977
1,19,-85.654,34.07
1,43,-86.869,34.132
1,49,-85.804,34.461
1,55,-86.034,34.048
1,71,-85.98,34.764
1,33,-87.801,34.703
1,77,-87.651,34.904
1,79,-87.322,34.53
1,83,-86.981,34.81
1,89,-86.551,34.764
1,103,-86.846,34.454
1,21,-86.727,32.854
1,57,-87.764,33.716
1,121,-86.176,33.369
1,125,-87.523,33.29
1,5,-85.405,31.87
1,39,-86.449,31.244
1,61,-85.821,31.092
1,69,-85.296,31.158
1,109,-85.942,31.799
5,105,-92.927,34.946
5,1,-91.377,34.29
5,35,-90.315,35.212
5,37,-90.764,35.286
5,77,-90.779,34.78
5,85,-91.894,34.755
5,95,-91.203,34.68
5,107,-90.856,34.424
5,117,-91.554,34.831
5,123,-90.742,35.014
5,147,-91.245,35.193
5,21,-90.419,36.367
5,31,-90.631,35.828
5,55,-90.566,36.121
5,63,-91.56,35.737
5,67,-91.223,35.597
5,75,-91.101,36.041
5,93,-90.052,35.767
5,111,-90.681,35.569
5,121,-91.028,36.341
5,145,-91.753,35.255
5,7,-94.256,36.338
5,3,-91.772,33.191
5,17,-91.297,33.267
5,41,-91.244,33.829
5,43,-91.723,33.587
5,69,-91.931,34.278
5,79,-91.728,33.958
10,1,-75.503,39.097
10,3,-75.644,39.576
10,5,-75.337,38.673
13,23,-83.332,32.435
13,91,-83.156,32.16
13,175,-82.926,32.393
13,225,-83.832,32.571
13,33,-82.012,33.051
13,163,-82.42,33.058
13,165,-81.972,32.795
13,147,-82.963,34.349
13,221,-83.074,33.867
13,55,-85.345,34.474
13,129,-84.874,34.51
13,295,-85.305,34.736
13,19,-83.228,31.289
13,27,-83.582,30.823
13,69,-82.845,31.549
13,71,-83.77,31.19
13,161,-82.637,31.812
13,271,-82.931,31.914
13,277,-83.526,31.457
13,1,-82.29,31.74
13,109,-81.89,32.153
13,229,-82.21,31.354
13,267,-82.059,32.044
13,279,-82.332,32.127
13,299,-82.422,31.051
13,87,-84.584,30.881
13,99,-84.907,31.324
13,131,-84.245,30.876
13,205,-84.192,31.229
13,253,-84.868,30.934
13,273,-84.439,31.777
13,275,-83.92,30.865
13,193,-84.051,32.363
13,197,-84.53,32.36
13,269,-84.251,32.555
17,39,-88.902,40.181
17,107,-89.365,40.129
17,115,-88.962,39.86
17,123,-89.342,41.031
17,125,-89.914,40.237
17,113,-88.845,40.495
17,129,-89.794,40.023
17,143,-89.767,40.786
17,175,-89.797,41.097
17,179,-89.516,40.508
17,203,-89.211,40.79
17,19,-88.197,40.139
17,53,-88.225,40.597
17,75,-87.834,40.749
17,91,-87.861,41.14
17,105,-88.553,40.894
17,147,-88.592,40.009
17,183,-87.727,40.187
17,23,-87.792,39.332
17,25,-88.482,38.747
17,29,-88.221,39.514
17,33,-87.761,39.003
17,35,-88.241,39.273
17,41,-88.223,39.766
17,45,-87.747,39.679
17,49,-88.593,39.048
17,51,-89.018,39.001
17,79,-88.151,39.005
17,101,-87.73,38.719
17,121,-88.92,38.648
17,139,-88.626,39.637
17,159,-88.086,38.712
17,173,-88.799,39.385
17,7,-88.824,42.319
17,37,-88.769,41.895
17,63,-88.401,41.292
17,89,-88.428,41.94
17,99,-88.886,41.343
17,97,-87.436,42.326
17,111,-88.452,42.324
17,197,-87.978,41.448
17,11,-89.528,41.401
17,15,-89.924,42.071
17,73,-90.131,41.35
17,85,-90.211,42.362
17,103,-89.299,41.747
17,131,-90.741,41.205
17,141,-89.32,42.042
17,155,-89.298,41.199
17,161,-90.572,41.468
17,177,-89.666,42.35
17,195,-89.911,41.751
17,201,-89.161,42.337
17,55,-88.926,37.992
17,59,-88.228,37.769
17,69,-88.266,37.518
17,81,-88.924,38.301
17,127,-88.706,37.216
17,151,-88.542,37.417
17,185,-87.839,38.446
17,191,-88.432,38.432
17,193,-88.179,38.087
17,27,-89.426,38.606
17,87,-88.882,37.461
17,133,-90.179,38.278
17,145,-89.369,38.084
17,153,-89.128,37.216
17,157,-89.821,38.057
17,163,-89.929,38.47
17,189,-89.417,38.353
17,199,-88.93,37.73
17,1,-91.195,39.986
17,9,-90.75,39.962
17,57,-90.202,40.465
17,67,-91.168,40.406
17,71,-90.941,40.814
17,95,-90.214,40.931
17,109,-90.679,40.456
17,169,-90.613,40.157
17,187,-90.62,40.85
17,5,-89.437,38.886
17,13,-90.666,39.164
17,17,-90.246,39.969
17,21,-89.28,39.546
17,61,-90.388,39.355
17,83,-90.361,39.08
17,117,-89.926,39.266
17,119,-89.9,38.827
17,135,-89.478,39.228
17,137,-90.203,39.718
17,149,-90.889,39.625
17,167,-89.662,39.757
17,171,-90.478,39.637
18,5,-85.898,39.206
18,11,-86.469,40.051
18,23,-86.478,40.306
18,31,-85.5,39.306
18,53,-85.655,40.516
18,57,-86.022,40.054
18,59,-85.773,39.823
18,63,-86.51,39.769
18,67,-86.114,40.484
18,81,-86.095,39.496
18,95,-85.722,40.166
18,97,-86.136,39.783
18,109,-86.447,39.483
18,139,-85.466,39.622
18,145,-85.792,39.524
18,159,-86.056,40.31
18,9,-85.324,40.473
18,35,-85.399,40.228
18,41,-85.185,39.64
18,65,-85.397,39.93
18,75,-85.003,40.435
18,135,-85.005,40.164
18,161,-84.925,39.623
18,177,-85.007,39.863
